percentage,concepts,secs
43.0,13,616.0
1.0,31,9.51
0.0,26,8.05
1.0,39,8.2
1.0,21,11.39
32.0,29,516.7
60.0,21,750.75
40.0,21,474.0
18.0,30,237.67
22.0,12,212.75
43.0,7,564.4
42.0,23,488.5
19.0,17,183.45
8.0,15,108.0
53.0,3,654.0
52.0,17,407.0
53.0,9,479.0
1.0,12,13.34
1.0,41,12.72
2.0,32,15.64
52.0,3,743.0
14.0,1,181.12
12.0,6,138.0
48.0,13,551.0
49.0,20,568.0
9.0,28,100.0
29.0,12,343.0
2.0,12,11.0
37.0,14,280.0
36.0,3,356.0
1.0,12,9.86
1.0,2,9.77
1.0,11,10.22
1.0,14,9.27
1.0,31,9.36
52.0,2,250.0
37.0,1,243.0
18.0,4,347.0
37.0,3,251.0
50.0,1,242.0
40.0,6,378.0
33.0,24,1070.0
57.0,25,725.0
11.0,14,155.0
41.0,8,525.5
13.0,9,190.0
18.0,8,220.0
5.0,41,125.0
18.0,66,513.15
39.0,28,329.0
53.0,53,1407.0
51.0,44,968.0
10.0,32,109.0
7.0,30,100.0
54.0,31,800.0
28.0,15,180.45
55.0,32,654.0
38.0,18,350.0
47.0,14,787.0
46.0,28,658.0
26.0,40,527.0
10.0,23,180.0
24.0,27,449.0
32.0,22,741.0
2.0,12,30.0
17.0,11,264.0
26.0,11,392.0
5.0,11,55.13
45.0,14,340.0
45.0,2,57.5
44.0,10,72.0
50.0,4,50.0
48.0,3,131.0
51.0,5,233.0
47.0,7,198.0
44.0,3,99.0
52.0,3,148.0
38.0,1,91.0
47.0,2,103.0
26.0,34,321.0
0.0,9,6.24
0.0,6,5.88
0.0,45,4.99
0.0,60,4.99
0.0,8,7.97
0.0,54,4.99
0.0,31,4.99
0.0,76,4.99
0.0,86,4.99
0.0,61,4.99
0.0,79,4.99
0.0,37,4.99
0.0,43,4.99
0.0,50,4.99
0.0,21,4.99
0.0,21,4.99
0.0,25,4.99
0.0,51,4.99
0.0,44,4.99
0.0,29,5.0
0.0,16,4.99
0.0,35,4.99
0.0,26,4.98
0.0,37,4.98
0.0,36,4.98
0.0,50,4.98
0.0,46,4.98
0.0,30,4.98
0.0,23,4.98
1.0,9,6.74
1.0,42,4.98
1.0,47,4.98
1.0,27,4.98
1.0,50,4.98
1.0,18,4.98
1.0,36,4.97
1.0,4,6.98
1.0,1,4.97
1.0,9,4.97
1.0,7,4.97
1.0,2,4.96
1.0,2,4.96
1.0,1,4.96
1.0,3,4.96
1.0,2,4.96
1.0,5,5.0
3.0,3,7.02
1.0,2,4.94
2.0,4,4.92
4.0,1,4.83
9.0,22,124.0
39.0,3,357.63
73.0,2,418.1
18.0,1,91.2
45.0,4,299.9
36.0,3,340.1
37.0,18,468.0
13.0,17,133.0
41.0,21,480.0
22.0,7,247.75
29.0,9,348.6
37.0,9,281.1
51.0,19,49.0
52.0,10,90.75
54.0,14,93.75
50.0,13,74.5
54.0,18,135.0
55.0,14,73.25
43.0,21,156.13
25.0,9,156.6
39.0,16,525.13
27.0,8,142.27
37.0,13,396.6
38.0,13,329.53
49.0,1,119.45
32.0,6,166.7
39.0,13,218.42
47.0,7,227.5
47.0,1,141.65
47.0,10,240.5
42.0,10,180.5
46.0,11,191.0
34.0,3,125.57
26.0,13,218.13
56.0,5,199.6
40.0,4,101.98
19.0,18,775.4
4.0,21,162.8
0.0,22,5.25
0.0,31,5.29
1.0,22,5.13
1.0,7,6.0
1.0,15,5.36
35.0,9,331.67
35.0,15,499.0
47.0,12,344.0
50.0,13,615.5
1.0,12,12.0
43.0,22,525.5
24.0,16,326.5
7.0,4,54.75
40.0,9,540.0
31.0,8,270.0
86.0,10,784.0
49.0,21,1013.0
38.0,9,397.75
31.0,17,677.0
25.0,23,601.5
2.0,5,12.57
35.0,3,411.9
26.0,5,247.8
27.0,6,166.45
51.0,8,260.73
39.0,1,178.8
47.0,4,111.32
26.0,15,171.96
8.0,16,86.51
44.0,8,376.65
35.0,43,497.36
29.0,32,334.85
4.0,7,65.16
3.0,3,39.9
43.0,14,570.1
37.0,10,508.0
29.0,11,388.4
47.0,5,235.0
48.0,10,471.2
39.0,13,330.35
29.0,3,203.9
41.0,12,393.3
29.0,7,282.97
26.0,10,164.84
21.0,6,167.47
54.0,6,264.05
30.0,7,189.1
29.0,10,105.75
45.0,8,362.44
21.0,13,201.14
34.0,3,952.93
47.0,31,635.65
53.0,22,487.55
67.0,3,202.0
49.0,64,684.0
54.0,90,739.0
41.0,48,508.0
45.0,38,631.5
64.0,11,283.95
24.0,20,147.64
46.0,35,352.25
28.0,28,195.75
11.0,25,210.7
53.0,15,430.12
51.0,22,461.0
0.0,48,5.31
55.0,15,420.0
41.0,15,317.33
54.0,16,415.6
1.0,27,5.15
26.0,73,597.1
34.0,29,347.0
1.0,27,5.2
1.0,18,7.0
1.0,14,7.26
1.0,19,7.51
1.0,10,6.59
6.0,59,82.55
34.0,13,149.7
28.0,14,118.0
5.0,32,33.12
7.0,30,52.5
7.0,32,66.5
29.0,25,271.25
5.0,35,45.68
14.0,26,148.33
24.0,2,70.25
43.0,14,80.0
33.0,2,160.0
1.0,7,5.0
1.0,11,5.29
1.0,12,5.3
1.0,7,5.23
100.0,10,330.5
52.0,5,243.55
91.0,8,105.1
74.0,7,195.0
41.0,8,203.0
41.0,12,297.0
0.0,4,0.0
8.0,11,90.0
23.0,26,305.0
58.0,2,87.4
30.0,30,184.13
47.0,12,467.0
28.0,13,406.77
18.0,18,195.0
9.0,8,53.0
13.0,11,125.0
14.0,10,167.0
40.0,25,410.0
17.0,14,113.0
35.0,13,730.12
8.0,9,40.44
2.0,2,4.99
1.0,2,7.35
17.0,19,265.51
16.0,13,187.92
8.0,14,172.5
31.0,10,507.5
32.0,15,727.25
26.0,44,173.85
43.0,16,974.5
10.0,3,90.0
11.0,12,210.0
14.0,50,402.9
13.0,56,274.67
14.0,22,131.33
26.0,64,361.5
14.0,36,237.27
29.0,25,236.35
39.0,30,481.0
52.0,26,848.0
35.0,21,672.0
17.0,17,158.5
28.0,27,600.1
22.0,20,391.75
4.0,35,75.1
30.0,39,623.45
43.0,15,349.45
1.0,53,7.36
2.0,57,57.6
5.0,34,69.3
3.0,39,72.5
6.0,19,54.9
6.0,17,43.43
1.0,26,8.82
2.0,12,10.86
1.0,16,7.18
26.0,31,342.44
6.0,13,42.27
1.0,1,6.6
21.0,17,112.07
21.0,9,92.55
28.0,1,484.55
50.0,1,160.0
35.0,2,113.05
14.0,2,60.0
12.0,13,92.0
48.0,10,175.0
1.0,19,20.0
3.0,60,28.65
1.0,20,6.44
7.0,36,111.94
23.0,35,354.8
29.0,22,410.46
48.0,27,222.92
42.0,27,230.1
35.0,44,242.8
54.0,39,381.0
3.0,24,10.0
14.0,5,52.74
8.0,2,19.65
12.0,2,60.49
32.0,7,315.67
56.0,3,181.25
25.0,4,144.2
5.0,3,68.7
21.0,5,57.5
17.0,28,266.25
1.0,37,4.5
44.0,27,194.3
0.0,28,5.93
2.0,51,46.5
5.0,4,35.3
8.0,1,54.98
5.0,1,36.77
24.0,33,575.05
1.0,37,15.0
1.0,3,7.27
1.0,2,10.57
1.0,5,8.28
26.0,26,190.21
41.0,17,245.0
31.0,14,312.5
30.0,27,400.0
54.0,6,375.0
51.0,9,306.0
47.0,8,312.0
27.0,28,235.91
28.0,35,177.9
8.0,3,88.45
17.0,52,344.2
1.0,12,8.55
0.0,22,7.37
1.0,45,11.43
54.0,20,277.1
30.0,50,522.15
24.0,39,364.55
14.0,24,188.58
23.0,22,284.5
34.0,40,386.5
39.0,38,439.6
33.0,45,421.64
10.0,34,158.0
4.0,23,63.33
1.0,11,9.26
35.0,7,131.7
4.0,43,60.52
49.0,23,472.1
1.0,35,8.87
18.0,6,154.07
55.0,5,358.0
0.0,10,0.8
30.0,4,145.0
15.0,10,49.5
41.0,10,203.0
51.0,10,165.0
5.0,7,65.0
66.0,3,77.0
50.0,5,119.0
59.0,1,331.0
34.0,5,261.54
39.0,9,409.07
30.0,12,332.56
40.0,9,414.16
31.0,12,357.07
27.0,7,374.0
35.0,14,438.7
27.0,10,385.48
25.0,8,215.79
27.0,11,372.72
32.0,11,454.68
26.0,15,284.05
27.0,13,294.52
26.0,11,315.63
42.0,18,511.33
47.0,10,358.5
26.0,8,282.7
31.0,3,332.63
25.0,13,427.17
19.0,8,303.0
31.0,12,468.77
4.0,6,30.95
1.0,10,9.45
1.0,11,11.48
1.0,28,18.57
3.0,23,33.26
2.0,37,38.37
0.0,54,5.72
1.0,14,8.29
5.0,13,29.54
1.0,22,6.66
0.0,55,7.65
1.0,24,8.73
0.0,49,6.03
1.0,41,8.57
1.0,10,8.99
1.0,31,6.74
15.0,28,277.89
17.0,29,189.89
24.0,26,488.38
34.0,17,662.96
3.0,13,74.8
29.0,45,387.17
3.0,4,21.31
44.0,15,515.3
28.0,9,262.9
33.0,7,249.5
31.0,14,382.62
27.0,27,410.5
21.0,25,450.5
54.0,19,739.0
20.0,7,216.0
47.0,6,435.0
45.0,6,292.25
26.0,17,387.4
16.0,30,335.55
8.0,27,164.0
15.0,14,144.35
15.0,34,276.33
39.0,10,195.1
0.0,41,7.25
0.0,89,7.34
0.0,39,5.01
23.0,8,411.86
2.0,1,5.47
1.0,28,6.89
3.0,9,6.53
4.0,7,7.01
0.0,18,6.25
10.0,2,7.08
2.0,11,6.87
1.0,25,6.97
1.0,16,6.48
1.0,3,8.95
1.0,18,9.6
21.0,8,526.78
30.0,9,561.3
8.0,19,249.12
33.0,5,531.55
0.0,18,6.5
0.0,5,7.06
1.0,11,5.94
1.0,11,5.13
0.0,33,5.24
1.0,10,7.48
8.0,3,7.06
3.0,5,6.89
1.0,9,7.65
1.0,11,6.87
7.0,1,5.67
35.0,41,306.06
25.0,1,140.9
49.0,4,377.9
17.0,13,95.5
44.0,6,286.55
41.0,4,203.15
34.0,12,343.6
49.0,15,334.1
44.0,9,276.0
16.0,3,45.2
1.0,16,5.0
10.0,13,97.9
0.0,51,5.0
15.0,5,51.18
8.0,7,62.27
9.0,31,55.83
2.0,28,25.0
86.0,4,129.7
2.0,21,10.05
27.0,13,176.33
1.0,10,10.71
1.0,9,9.74
1.0,5,8.48
1.0,7,8.57
1.0,15,9.41
1.0,17,10.0
1.0,1,8.7
0.0,17,8.79
1.0,15,8.97
1.0,15,8.76
1.0,26,9.18
0.0,6,10.0
1.0,6,8.79
5.0,12,55.0
45.0,69,638.0
7.0,50,71.25
30.0,61,427.0
34.0,16,104.5
53.0,98,632.0
16.0,17,127.0
14.0,122,398.0
37.0,4,299.9
28.0,5,280.64
16.0,15,586.62
21.0,10,283.7
25.0,9,143.86
29.0,13,164.29
32.0,41,444.06
27.0,35,235.4
26.0,38,247.28
27.0,35,165.52
38.0,20,822.5
12.0,31,447.25
0.0,11,5.72
0.0,9,6.6
13.0,13,64.5
23.0,5,289.7
36.0,31,435.05
26.0,18,92.02
24.0,3,310.22
59.0,27,361.5
3.0,11,65.25
27.0,12,163.85
12.0,12,232.5
55.0,13,505.8
2.0,16,70.0
53.0,11,759.8
19.0,9,324.0
1.0,25,39.9
0.0,13,5.0
4.0,6,48.8
50.0,20,166.2
49.0,25,261.15
31.0,26,131.4
6.0,20,54.73
6.0,12,60.29
1.0,21,20.0
14.0,26,283.69
1.0,29,5.0
30.0,16,228.53
7.0,63,157.15
36.0,35,1221.89
24.0,10,177.9
51.0,12,187.23
23.0,3,130.18
23.0,15,182.36
22.0,10,122.68
26.0,12,175.62
8.0,61,279.0
20.0,34,228.54
59.0,1,174.94
53.0,1,364.78
38.0,22,192.08
29.0,56,265.5
29.0,10,230.03
19.0,12,315.0
25.0,7,399.5
25.0,6,373.53
1.0,9,5.31
1.0,11,5.27
0.0,15,5.61
45.0,16,408.02
37.0,11,456.35
23.0,7,183.64
29.0,4,261.97
23.0,7,222.85
51.0,3,562.35
1.0,11,12.57
1.0,4,9.24
1.0,9,10.62
42.0,8,271.8
35.0,7,388.7
36.0,3,351.1
29.0,8,204.85
39.0,4,226.6
53.0,10,483.4
44.0,8,465.1
3.0,18,62.45
7.0,13,60.22
12.0,3,112.22
29.0,9,186.13
25.0,8,248.2
27.0,18,420.55
18.0,11,270.0
29.0,5,323.65
2.0,61,66.42
9.0,14,159.07
1.0,14,7.5
19.0,24,380.0
35.0,1,124.66
3.0,18,31.61
1.0,33,30.68
2.0,47,34.98
1.0,38,26.81
1.0,29,21.98
12.0,23,119.17
9.0,27,91.15
20.0,30,226.99
14.0,12,113.98
19.0,36,241.0
25.0,21,243.0
13.0,32,150.0
6.0,24,76.0
32.0,30,369.21
20.0,4,300.0
53.0,4,804.8
23.0,2,256.6
18.0,47,248.0
2.0,57,47.5
9.0,12,80.0
38.0,7,398.98
7.0,52,42.5
10.0,24,34.62
0.0,18,5.0
0.0,10,7.5
40.0,4,263.0
34.0,10,201.44
48.0,1,210.1
23.0,1,274.5
2.0,2,10.0
45.0,1,291.07
2.0,24,7.49
1.0,34,7.26
29.0,12,125.0
41.0,25,203.27
33.0,51,416.72
38.0,16,720.22
10.0,20,194.0
13.0,21,179.56
5.0,57,70.9
29.0,42,332.12
19.0,52,279.66
28.0,102,464.4
47.0,45,748.51
46.0,40,280.0
43.0,33,238.0
53.0,42,640.0
35.0,27,320.0
23.0,75,470.0
21.0,5,128.7
17.0,13,249.5
29.0,22,390.5
39.0,24,366.38
53.0,24,529.45
24.0,7,235.68
26.0,13,164.0
29.0,22,388.71
28.0,14,206.69
6.0,9,51.28
5.0,6,50.0
6.0,8,68.5
7.0,15,88.0
49.0,4,398.75
47.0,6,437.0
47.0,5,412.25
63.0,8,496.0
49.0,17,484.5
45.0,13,189.0
50.0,19,465.0
9.0,10,112.5
44.0,11,264.5
42.0,12,384.0
14.0,13,86.38
6.0,10,115.25
17.0,14,250.25
26.0,22,201.3
33.0,17,211.05
4.0,18,55.68
11.0,25,68.43
7.0,47,67.13
8.0,15,63.85
24.0,20,223.71
37.0,11,429.74
23.0,34,406.38
16.0,31,93.31
5.0,27,68.43
15.0,25,82.64
18.0,11,40.57
21.0,16,183.45
2.0,13,18.68
1.0,7,8.39
1.0,3,5.82
1.0,2,6.43
2.0,1,7.92
29.0,59,325.0
28.0,71,470.97
1.0,3,5.85
30.0,6,406.1
54.0,2,432.5
57.0,2,381.5
28.0,2,310.0
18.0,35,610.02
15.0,18,225.46
19.0,18,241.0
57.0,8,415.0
34.0,16,441.05
48.0,17,675.5
46.0,10,186.32
41.0,9,543.3
36.0,11,157.98
36.0,11,280.23
23.0,7,268.65
3.0,7,9.2
4.0,7,16.49
24.0,2,148.6
34.0,4,95.0
31.0,25,219.23
12.0,55,139.77
7.0,73,123.7
1.0,61,14.75
27.0,102,446.6
5.0,29,80.5
8.0,19,227.55
50.0,5,865.9
19.0,18,592.93
25.0,23,120.6
44.0,23,230.42
4.0,55,45.05
49.0,12,471.7
25.0,6,161.65
58.0,13,325.8
20.0,23,212.87
40.0,34,219.6
5.0,33,143.25
26.0,29,351.9
11.0,25,74.18
35.0,20,142.2
41.0,14,254.2
43.0,15,157.95
25.0,78,216.38
35.0,2,282.8
44.0,15,231.45
1.0,5,5.29
1.0,13,5.28
1.0,14,5.17
1.0,13,5.23
0.0,11,5.37
1.0,6,4.98
1.0,4,5.96
1.0,20,5.39
1.0,24,7.95
1.0,5,5.26
1.0,2,5.3
1.0,10,4.98
1.0,11,5.24
1.0,6,4.98
1.0,12,5.14
1.0,8,5.04
1.0,5,5.12
1.0,10,5.21
1.0,11,4.97
1.0,8,5.19
1.0,6,4.97
1.0,12,5.36
1.0,8,5.22
1.0,7,4.97
1.0,4,4.97
1.0,17,5.13
1.0,5,4.97
2.0,2,4.97
1.0,4,4.96
1.0,4,5.1
1.0,8,5.18
1.0,5,5.0
1.0,3,5.14
1.0,4,4.96
1.0,14,5.14
1.0,8,5.54
1.0,7,5.12
1.0,7,5.26
1.0,16,5.26
1.0,11,5.2
1.0,6,4.96
1.0,8,5.21
1.0,7,4.96
1.0,7,5.15
1.0,9,5.0
2.0,3,5.25
2.0,7,5.13
25.0,2,107.0
23.0,1,79.0
5.0,7,42.94
5.0,3,21.74
47.0,3,238.04
0.0,33,6.11
1.0,19,8.27
1.0,26,8.55
22.0,8,195.4
3.0,13,31.25
55.0,4,75.3
38.0,2,269.07
35.0,7,170.4
14.0,62,115.52
6.0,24,41.58
54.0,36,514.0
30.0,65,421.98
52.0,23,330.33
39.0,58,646.33
29.0,33,164.25
15.0,44,325.92
19.0,65,336.75
21.0,42,252.13
39.0,13,360.0
7.0,21,95.0
12.0,31,217.23
12.0,6,39.77
20.0,26,331.25
59.0,15,62.17
36.0,17,53.55
54.0,18,223.15
4.0,11,22.57
0.0,17,6.42
0.0,9,6.96
2.0,1,5.93
1.0,4,5.63
3.0,6,5.75
55.0,4,198.92
0.0,17,5.16
0.0,17,5.21
19.0,4,67.67
14.0,9,83.42
28.0,6,57.85
13.0,11,75.4
19.0,6,65.91
10.0,7,67.23
15.0,18,83.43
1.0,15,5.73
11.0,26,111.43
30.0,14,295.0
37.0,15,162.35
40.0,34,294.31
34.0,14,164.28
31.0,29,295.88
23.0,12,125.39
31.0,6,144.18
20.0,22,168.2
27.0,31,400.8
1.0,12,25.0
1.0,12,10.0
1.0,8,12.75
1.0,10,5.0
19.0,5,480.0
2.0,12,20.0
26.0,51,259.3
25.0,12,422.0
14.0,14,97.5
6.0,13,49.67
7.0,17,53.95
17.0,17,170.7
0.0,41,5.31
29.0,9,394.15
3.0,7,30.0
35.0,7,255.0
54.0,9,499.8
51.0,10,466.2
43.0,22,403.43
51.0,16,551.7
42.0,13,252.0
7.0,15,132.5
20.0,14,112.5
36.0,27,288.5
12.0,11,142.5
21.0,6,247.5
16.0,12,220.6
21.0,68,604.04
16.0,34,411.6
17.0,40,710.0
19.0,15,99.72
22.0,30,179.84
2.0,54,44.47
26.0,52,424.84
8.0,70,235.6
52.0,9,229.38
41.0,9,440.38
54.0,11,238.62
25.0,19,181.25
24.0,12,116.5
59.0,8,284.0
37.0,18,153.0
6.0,15,15.5
7.0,13,57.43
34.0,13,149.3
48.0,1,312.24
39.0,1,223.7
29.0,1,47.78
12.0,2,76.61
40.0,2,404.36
46.0,1,145.75
51.0,1,109.26
49.0,1,158.41
32.0,2,415.55
29.0,15,401.08
21.0,2,308.32
33.0,9,513.9
11.0,21,112.38
22.0,7,322.38
3.0,15,60.19
6.0,14,47.08
4.0,4,45.47
7.0,8,92.24
6.0,7,95.23
30.0,3,299.05
33.0,4,495.73
28.0,13,479.0
26.0,9,292.57
28.0,19,485.31
8.0,9,38.46
6.0,22,57.94
29.0,27,445.1
35.0,16,384.12
37.0,25,519.94
28.0,1,212.15
30.0,21,430.0
34.0,37,401.6
42.0,16,356.8
34.0,18,309.67
3.0,12,29.65
34.0,13,450.97
31.0,26,567.5
24.0,19,508.5
24.0,1,322.0
52.0,1,572.0
17.0,6,241.5
50.0,6,391.0
76.0,11,395.75
54.0,4,428.5
36.0,6,315.67
49.0,6,600.0
29.0,7,361.0
4.0,12,60.0
51.0,2,464.0
5.0,46,58.59
6.0,33,63.66
37.0,12,324.83
33.0,21,418.78
43.0,7,329.19
35.0,34,612.62
34.0,22,662.43
35.0,16,545.1
31.0,17,432.0
28.0,26,481.67
41.0,14,190.8
46.0,14,313.86
38.0,22,244.82
5.0,29,82.06
29.0,17,303.0
30.0,34,294.0
35.0,3,366.07
19.0,40,326.46
27.0,9,448.75
31.0,3,519.79
35.0,7,397.22
25.0,26,406.83
24.0,6,353.6
36.0,26,463.86
36.0,15,510.46
23.0,11,242.36
23.0,11,184.54
30.0,29,204.68
4.0,78,46.0
45.0,11,934.0
20.0,7,204.0
28.0,11,439.75
37.0,3,308.5
14.0,10,268.0
15.0,41,220.18
47.0,30,333.25
51.0,11,275.0
53.0,41,702.0
4.0,81,115.0
64.0,2,182.0
32.0,24,286.83
46.0,28,470.0
18.0,29,205.0
6.0,27,50.0
39.0,29,370.0
55.0,16,306.0
54.0,12,264.0
39.0,23,305.0
59.0,22,222.0
21.0,30,161.0
22.0,3,269.0
1.0,15,5.0
32.0,15,167.34
40.0,8,85.21
8.0,32,178.5
37.0,5,234.78
1.0,13,13.09
39.0,15,362.39
18.0,43,289.57
17.0,4,93.6
40.0,3,395.1
29.0,29,527.8
26.0,13,327.9
3.0,59,105.0
16.0,16,228.6
30.0,6,535.0
57.0,22,269.77
2.0,7,15.0
27.0,4,285.0
57.0,13,221.0
35.0,7,195.35
11.0,32,134.0
10.0,21,60.0
45.0,42,436.05
28.0,18,164.5
6.0,18,19.6
39.0,17,145.05
26.0,27,170.25
55.0,34,330.9
9.0,34,111.75
13.0,38,158.5
7.0,31,57.5
6.0,32,35.05
15.0,34,92.7
37.0,39,200.0
29.0,28,210.0
10.0,47,72.53
31.0,39,204.8
60.0,36,452.5
26.0,33,199.75
38.0,40,283.5
32.0,38,236.9
50.0,37,363.0
44.0,24,365.0
34.0,20,202.55
49.0,29,309.45
47.0,27,294.0
33.0,34,289.5
52.0,26,388.0
47.0,32,266.0
0.0,23,5.24
54.0,68,851.5
43.0,46,497.6
35.0,34,461.43
20.0,1,147.68
21.0,26,311.8
1.0,52,17.4
15.0,43,216.57
48.0,22,457.25
16.0,37,352.8
22.0,44,686.02
13.0,43,434.62
3.0,30,80.0
11.0,1,165.0
41.0,16,242.3
29.0,27,266.47
36.0,32,207.84
41.0,24,277.9
13.0,14,199.9
8.0,12,117.0
5.0,2,52.02
21.0,1,48.92
12.0,2,94.03
29.0,2,57.71
2.0,1,17.5
35.0,2,62.4
38.0,1,45.6
58.0,3,125.1
40.0,2,37.5
57.0,2,45.4
52.0,2,221.8
100.0,1,248.4
58.0,1,256.3
11.0,1,80.0
30.0,30,265.66
10.0,15,39.94
22.0,19,85.61
18.0,63,233.9
36.0,56,460.47
1.0,21,9.0
32.0,14,181.4
33.0,26,410.0
31.0,46,846.0
22.0,14,255.0
21.0,20,86.6
34.0,14,213.5
29.0,19,329.51
29.0,24,352.0
34.0,19,343.62
54.0,12,261.0
59.0,14,298.0
59.0,15,392.0
61.0,15,663.0
9.0,15,79.75
18.0,22,367.55
8.0,7,98.46
19.0,14,282.28
11.0,19,300.09
35.0,16,647.34
0.0,4,5.99
16.0,1,80.5
29.0,1,423.8
33.0,21,433.64
32.0,11,261.45
3.0,17,30.2
44.0,18,544.3
48.0,9,381.4
34.0,8,188.65
16.0,46,207.18
31.0,4,241.5
21.0,4,315.9
25.0,5,495.0
52.0,6,466.95
50.0,10,326.0
47.0,8,608.0
6.0,12,60.0
50.0,12,1002.0
39.0,10,559.1
30.0,12,410.35
50.0,9,1126.0
20.0,2,307.03
31.0,16,414.8
56.0,2,415.9
51.0,14,469.88
41.0,49,533.97
44.0,57,446.0
3.0,30,32.35
40.0,9,110.5
44.0,14,245.5
16.0,24,130.0
25.0,27,337.56
29.0,46,335.4
5.0,20,30.0
30.0,1,54.0
30.0,17,603.0
14.0,5,87.0
27.0,8,265.0
20.0,7,220.33
22.0,9,260.2
1.0,4,8.1
14.0,2,275.25
32.0,4,690.0
1.0,6,5.26
56.0,9,742.0
30.0,10,231.8
13.0,7,114.5
8.0,4,53.0
34.0,36,626.19
41.0,31,762.33
31.0,25,509.0
52.0,42,1039.0
16.0,42,355.0
33.0,44,1150.0
36.0,15,245.0
49.0,29,601.0
46.0,39,534.0
22.0,38,288.0
5.0,35,45.0
4.0,68,55.0
24.0,17,118.0
0.0,12,5.0
3.0,21,85.0
7.0,15,87.5
9.0,50,230.0
18.0,20,200.9
12.0,16,112.51
10.0,34,143.55
23.0,10,172.69
1.0,1,10.43
1.0,6,8.04
11.0,6,63.96
9.0,12,74.79
13.0,7,58.24
3.0,14,34.64
7.0,5,56.31
1.0,4,8.63
1.0,12,9.63
1.0,25,9.46
1.0,6,8.54
1.0,3,8.81
1.0,6,11.97
1.0,9,9.0
1.0,14,8.07
1.0,5,7.0
2.0,1,8.87
1.0,21,8.05
1.0,4,7.37
0.0,4,6.93
1.0,3,7.66
0.0,8,7.48
1.0,4,7.4
1.0,5,9.1
1.0,4,7.3
0.0,1,6.59
0.0,7,6.57
1.0,2,5.71
61.0,2,110.0
53.0,8,429.0
26.0,12,534.0
3.0,23,70.02
3.0,12,35.9
0.0,23,6.28
37.0,1,171.45
57.0,1,286.5
43.0,1,115.2
56.0,1,470.0
60.0,1,187.3
32.0,21,190.4
5.0,36,60.47
38.0,15,319.85
11.0,17,292.4
19.0,19,475.04
10.0,8,152.59
35.0,4,251.77
37.0,6,713.17
50.0,8,777.0
30.0,14,293.4
22.0,18,154.82
22.0,18,164.64
17.0,29,347.5
4.0,44,132.25
18.0,9,182.45
3.0,21,60.0
39.0,21,747.5
98.0,6,529.94
18.0,8,117.44
31.0,5,152.79
22.0,6,77.61
1.0,18,5.85
1.0,11,6.17
0.0,11,5.35
1.0,6,5.81
0.0,11,6.6
1.0,6,7.74
0.0,15,6.64
2.0,40,21.76
3.0,13,16.15
43.0,1,230.26
11.0,9,156.74
49.0,26,302.14
11.0,41,256.88
16.0,10,169.33
50.0,5,308.4
47.0,8,272.25
44.0,7,424.25
30.0,13,634.25
47.0,19,415.75
41.0,2,173.75
53.0,14,446.5
46.0,6,993.5
44.0,10,504.0
56.0,6,412.25
24.0,6,142.75
26.0,18,645.6
37.0,31,772.75
29.0,36,659.1
17.0,56,607.03
25.0,26,582.42
11.0,39,431.27
18.0,31,546.0
43.0,41,1311.2
37.0,39,1428.95
28.0,45,564.9
41.0,35,865.3
42.0,56,1180.6
41.0,37,1122.5
44.0,33,1304.3
6.0,10,94.8
10.0,19,193.2
0.0,69,5.0
8.0,60,110.0
15.0,32,104.6
11.0,40,92.5
18.0,8,251.0
15.0,7,175.9
38.0,9,630.0
10.0,16,184.1
2.0,13,44.89
10.0,19,156.15
11.0,24,354.62
8.0,3,65.15
26.0,5,192.81
27.0,18,255.28
31.0,15,270.52
28.0,13,319.9
1.0,16,15.22
3.0,14,22.51
2.0,20,18.67
45.0,20,366.2
24.0,17,264.4
8.0,16,89.3
59.0,18,590.0
40.0,25,436.5
59.0,20,612.5
17.0,73,217.0
28.0,70,344.0
33.0,34,392.0
36.0,6,160.62
33.0,14,340.2
1.0,6,5.96
17.0,4,90.0
43.0,9,456.0
37.0,22,700.0
48.0,14,275.0
4.0,22,74.5
6.0,13,37.5
4.0,26,59.25
2.0,3,25.0
35.0,4,443.88
0.0,5,6.66
0.0,3,6.64
39.0,9,179.62
5.0,18,57.65
44.0,31,793.5
28.0,42,340.0
17.0,19,27.0
35.0,15,168.6
10.0,13,153.72
21.0,4,296.12
31.0,6,256.0
60.0,19,846.0
41.0,9,360.0
7.0,85,535.0
29.0,39,1401.0
53.0,33,958.0
50.0,30,1215.0
19.0,21,154.0
52.0,19,743.0
57.0,13,622.0
57.0,29,1011.0
13.0,29,149.5
23.0,13,169.23
50.0,5,584.02
54.0,4,539.72
39.0,7,157.73
31.0,11,177.88
44.0,18,331.02
39.0,3,475.95
42.0,7,561.7
40.0,4,487.4
5.0,60,108.11
1.0,25,5.0
0.0,29,5.81
1.0,12,13.45
2.0,43,46.94
24.0,24,317.15
1.0,34,19.59
2.0,25,31.7
9.0,27,112.29
1.0,28,5.0
3.0,28,22.91
17.0,1,81.36
35.0,1,240.53
23.0,1,313.5
28.0,81,485.6
10.0,11,103.53
23.0,19,222.55
35.0,5,279.6
18.0,27,310.0
34.0,33,255.75
26.0,33,364.5
29.0,34,342.45
32.0,34,363.0
54.0,18,240.0
61.0,15,348.0
3.0,3,51.4
58.0,32,454.2
23.0,58,232.5
6.0,5,32.53
6.0,5,34.5
46.0,8,293.0
24.0,20,530.67
52.0,14,752.5
10.0,21,187.0
32.0,14,290.67
34.0,14,510.0
