percentage,concepts,secs
32.0,42,460.04
34.0,20,258.37
33.0,24,336.86
18.0,57,265.14
49.0,9,69.24
43.0,17,201.57
32.0,31,239.68
29.0,22,137.87
1.0,2,11.79
2.0,21,19.11
1.0,10,10.96
0.0,18,14.18
2.0,12,18.68
1.0,5,7.27
0.0,9,5.56
0.0,27,7.77
22.0,21,213.81
15.0,27,254.17
18.0,17,179.5
17.0,18,88.92
52.0,13,331.16
43.0,36,325.89
39.0,18,341.67
19.0,10,151.34
22.0,28,279.67
1.0,10,5.0
22.0,58,403.08
19.0,37,173.67
40.0,21,328.69
33.0,38,442.22
53.0,16,302.94
41.0,26,709.6
2.0,25,37.74
3.0,22,44.0
32.0,9,38.9
4.0,10,18.86
3.0,20,19.54
5.0,11,15.6
27.0,22,326.08
35.0,15,203.6
23.0,1,249.38
32.0,2,195.61
41.0,82,352.0
30.0,1,249.95
33.0,1,362.0
57.0,2,47.0
31.0,3,159.75
60.0,2,82.5
40.0,8,373.13
13.0,20,227.24
24.0,13,423.76
17.0,18,189.95
20.0,9,133.92
41.0,16,521.9
22.0,22,234.0
54.0,27,479.05
13.0,32,105.58
44.0,34,533.33
7.0,20,78.5
16.0,22,144.0
11.0,28,116.0
22.0,26,217.5
23.0,18,120.0
37.0,9,81.21
17.0,23,261.32
1.0,21,5.83
0.0,30,5.29
0.0,25,5.41
4.0,4,5.27
1.0,12,7.19
36.0,9,336.52
58.0,2,84.64
9.0,5,76.24
1.0,26,6.27
37.0,9,342.59
45.0,2,126.58
48.0,4,174.03
43.0,10,215.33
36.0,9,158.72
33.0,6,224.16
1.0,26,11.51
0.0,10,9.76
47.0,6,424.64
37.0,7,333.46
45.0,1,275.51
1.0,8,7.66
0.0,34,7.85
22.0,18,451.84
25.0,6,524.3
39.0,2,335.0
2.0,15,47.42
34.0,1,263.69
1.0,9,7.91
1.0,6,6.53
24.0,17,378.69
21.0,19,376.47
30.0,6,107.71
1.0,5,6.67
6.0,8,205.73
0.0,11,7.67
0.0,13,7.38
0.0,3,5.45
1.0,4,6.18
1.0,10,6.58
1.0,4,5.64
1.0,9,7.06
36.0,23,807.4
12.0,20,180.0
25.0,7,221.95
55.0,1,121.8
33.0,17,250.32
44.0,47,384.5
35.0,23,277.25
18.0,24,418.94
19.0,21,337.98
25.0,14,431.0
29.0,37,324.91
23.0,61,387.32
17.0,20,91.18
1.0,27,20.85
2.0,7,21.19
3.0,17,58.25
3.0,5,29.69
2.0,3,33.13
1.0,4,8.6
2.0,5,22.12
54.0,15,562.1
52.0,14,394.0
56.0,14,265.0
40.0,11,392.75
1.0,3,16.68
6.0,1,70.89
1.0,1,11.86
2.0,1,14.47
1.0,4,19.1
5.0,5,51.01
32.0,41,377.84
5.0,8,64.72
10.0,5,102.7
5.0,10,79.73
6.0,2,56.14
29.0,22,227.35
1.0,11,15.02
7.0,3,76.35
1.0,30,5.72
1.0,11,10.0
1.0,34,20.75
1.0,14,10.0
20.0,8,81.6
0.0,24,6.0
1.0,36,5.37
0.0,17,6.0
0.0,25,4.98
0.0,35,4.94
36.0,7,48.95
16.0,11,51.31
39.0,7,63.79
7.0,5,5.0
38.0,35,206.96
26.0,45,315.58
22.0,42,252.45
34.0,3,161.58
1.0,24,5.0
4.0,24,15.0
22.0,8,118.15
28.0,5,311.42
17.0,20,66.09
1.0,3,9.35
38.0,21,273.68
34.0,11,238.28
49.0,3,420.0
27.0,4,266.88
29.0,10,564.62
51.0,11,538.0
21.0,19,307.7
28.0,6,244.97
5.0,10,31.74
24.0,2,107.67
13.0,8,99.0
33.0,14,125.1
52.0,25,454.0
20.0,35,468.28
25.0,10,353.92
30.0,14,359.81
25.0,28,213.28
10.0,20,200.92
25.0,13,146.55
20.0,52,190.09
41.0,75,607.0
27.0,70,370.5
28.0,1,396.34
42.0,4,366.65
22.0,35,390.87
22.0,15,171.3
61.0,22,431.93
34.0,19,261.22
38.0,20,349.56
7.0,13,74.95
36.0,8,291.47
46.0,1,307.5
46.0,20,96.18
32.0,91,646.06
25.0,17,187.75
23.0,77,313.13
3.0,92,70.83
37.0,36,308.0
8.0,52,141.13
33.0,51,305.52
21.0,58,159.77
28.0,14,155.74
29.0,23,370.15
31.0,18,386.05
39.0,29,330.62
32.0,31,281.25
20.0,39,194.1
24.0,24,202.83
20.0,51,280.93
8.0,24,146.05
28.0,57,562.99
1.0,27,10.0
21.0,21,226.31
36.0,29,301.29
38.0,14,218.36
28.0,15,93.89
53.0,12,321.4
23.0,19,235.65
53.0,12,284.4
42.0,16,234.6
40.0,34,671.4
54.0,15,246.0
52.0,15,405.8
19.0,31,240.0
21.0,39,267.0
7.0,41,120.21
35.0,13,366.05
24.0,17,205.81
30.0,2,217.3
13.0,26,63.14
15.0,63,167.91
10.0,58,134.81
18.0,28,377.66
26.0,8,232.25
0.0,56,14.44
34.0,10,242.56
25.0,3,314.18
24.0,4,171.72
17.0,2,83.54
14.0,3,94.66
10.0,13,194.44
1.0,51,22.5
23.0,24,130.78
23.0,4,373.58
54.0,1,206.67
30.0,7,303.38
4.0,1,8.29
0.0,10,5.41
2.0,8,11.6
3.0,7,14.34
32.0,13,277.12
49.0,4,330.0
50.0,8,92.0
13.0,6,75.16
18.0,1,79.71
11.0,3,89.7
48.0,3,75.3
26.0,20,470.0
55.0,7,346.0
39.0,9,342.5
2.0,9,11.08
1.0,20,11.53
1.0,27,12.57
2.0,9,13.14
51.0,14,373.61
32.0,21,367.6
28.0,5,232.1
20.0,24,223.15
18.0,15,237.7
4.0,23,49.62
34.0,32,177.26
39.0,32,319.88
29.0,43,464.39
33.0,24,322.0
26.0,15,204.25
11.0,27,149.66
11.0,18,138.99
21.0,28,206.97
16.0,29,215.88
31.0,62,502.08
44.0,8,348.15
22.0,1,249.32
8.0,6,180.8
28.0,3,588.65
21.0,42,339.83
20.0,36,254.0
20.0,19,189.38
16.0,5,230.87
42.0,8,145.67
42.0,6,138.54
13.0,1,50.53
7.0,15,58.95
6.0,5,51.6
15.0,5,59.43
38.0,23,225.88
27.0,22,242.68
59.0,20,381.97
45.0,18,401.18
28.0,27,227.8
29.0,10,216.98
12.0,21,153.44
40.0,41,348.05
53.0,25,375.05
36.0,24,306.3
1.0,13,5.95
1.0,18,6.14
0.0,28,5.06
1.0,15,5.3
1.0,15,5.52
0.0,17,5.42
0.0,13,5.45
2.0,30,14.08
19.0,13,95.78
27.0,27,340.52
16.0,42,359.61
20.0,28,450.83
18.0,9,66.61
1.0,48,8.32
1.0,21,6.47
1.0,26,13.71
32.0,14,155.4
19.0,24,356.39
34.0,26,145.27
23.0,8,118.85
11.0,9,31.15
36.0,16,474.0
22.0,8,268.0
4.0,11,54.0
26.0,24,350.0
16.0,15,146.25
17.0,32,258.77
20.0,2,119.8
17.0,20,356.0
3.0,29,13.08
3.0,46,15.06
2.0,28,12.22
2.0,69,11.51
3.0,49,13.53
31.0,29,812.26
70.0,6,74.45
20.0,6,423.82
42.0,15,319.4
21.0,24,306.67
22.0,26,179.21
49.0,5,184.87
40.0,8,252.29
39.0,10,285.4
31.0,8,159.78
10.0,7,66.44
26.0,10,196.96
30.0,8,159.03
19.0,4,74.36
38.0,5,311.86
2.0,3,15.0
6.0,10,90.5
46.0,45,212.72
53.0,15,180.04
43.0,11,113.94
16.0,46,238.54
32.0,78,513.88
54.0,65,770.85
26.0,55,359.5
4.0,37,47.5
21.0,7,335.65
12.0,15,182.84
29.0,24,185.33
53.0,23,172.81
15.0,17,245.56
17.0,17,307.54
1.0,20,15.62
0.0,14,10.0
15.0,22,247.11
3.0,15,43.25
2.0,13,15.05
4.0,28,76.95
27.0,7,278.06
20.0,12,363.81
13.0,21,252.12
12.0,18,320.0
29.0,6,187.0
21.0,18,324.2
19.0,7,125.4
8.0,32,200.1
8.0,5,57.5
33.0,1,120.0
19.0,3,40.0
14.0,22,330.0
8.0,12,155.0
46.0,14,160.03
36.0,11,120.5
20.0,13,88.75
47.0,17,216.67
46.0,17,305.0
6.0,35,35.0
20.0,48,882.25
5.0,41,205.0
25.0,28,614.5
34.0,21,730.0
5.0,24,124.0
30.0,33,206.73
8.0,22,201.0
5.0,23,25.0
32.0,6,127.6
38.0,20,230.23
16.0,18,369.55
1.0,20,10.0
6.0,12,20.0
19.0,22,423.71
19.0,24,427.68
11.0,13,186.12
14.0,19,172.88
28.0,25,485.07
14.0,45,360.77
35.0,29,851.17
19.0,46,636.81
16.0,26,203.3
18.0,42,336.6
15.0,58,410.5
22.0,18,208.75
24.0,18,310.0
54.0,13,488.0
51.0,23,411.0
29.0,36,306.9
34.0,1,319.0
17.0,34,364.0
21.0,6,151.42
10.0,18,264.5
41.0,30,371.33
36.0,29,283.99
25.0,22,226.0
41.0,15,360.0
5.0,7,24.0
41.0,52,368.0
6.0,42,103.57
24.0,7,152.55
12.0,9,114.82
20.0,16,140.88
39.0,17,391.92
33.0,23,384.67
45.0,4,286.72
33.0,33,510.68
16.0,5,186.98
4.0,1,38.81
3.0,7,35.47
2.0,2,21.18
39.0,1,278.75
5.0,7,42.14
35.0,7,439.58
42.0,21,590.7
6.0,5,72.79
3.0,19,28.02
5.0,29,76.65
25.0,17,229.48
1.0,16,16.92
1.0,31,14.93
3.0,5,16.87
17.0,24,198.53
24.0,4,308.37
35.0,43,281.33
47.0,53,547.5
32.0,38,467.17
23.0,61,239.75
13.0,61,283.0
49.0,55,823.8
3.0,47,25.39
2.0,47,19.42
5.0,30,35.0
5.0,3,41.02
48.0,2,47.0
35.0,20,293.21
32.0,13,243.39
34.0,20,286.26
49.0,12,329.87
32.0,8,240.01
30.0,9,433.85
32.0,4,312.74
35.0,43,169.58
27.0,38,222.48
46.0,14,177.41
43.0,12,107.24
39.0,27,123.38
37.0,46,326.52
17.0,18,266.92
20.0,29,248.27
2.0,29,26.04
4.0,21,39.78
2.0,9,12.92
1.0,14,5.49
1.0,36,6.64
1.0,25,5.84
54.0,16,789.3
21.0,7,254.34
30.0,10,92.25
5.0,12,54.22
8.0,7,61.91
8.0,2,59.08
6.0,2,55.27
23.0,29,247.0
60.0,12,470.0
56.0,11,228.0
27.0,5,247.99
38.0,8,468.8
8.0,5,43.53
4.0,8,37.88
33.0,30,785.93
18.0,20,476.0
20.0,26,581.6
35.0,27,1022.83
15.0,16,401.32
17.0,18,313.46
38.0,1,283.76
28.0,2,316.77
11.0,27,89.75
42.0,29,325.75
34.0,25,259.25
44.0,33,387.8
22.0,34,241.75
3.0,4,17.18
2.0,7,18.37
25.0,8,206.4
2.0,10,11.91
16.0,4,195.62
8.0,1,66.62
1.0,19,10.26
2.0,36,44.38
1.0,40,26.6
3.0,28,32.22
9.0,10,34.78
8.0,2,35.56
7.0,17,28.94
1.0,35,24.0
9.0,6,57.72
8.0,19,64.19
37.0,8,134.1
26.0,24,228.22
27.0,18,175.3
12.0,8,384.37
16.0,4,362.56
18.0,50,409.54
43.0,12,222.85
19.0,7,365.66
25.0,23,100.2
24.0,20,105.7
19.0,51,364.47
32.0,18,575.5
2.0,19,20.0
3.0,9,12.5
13.0,11,75.0
35.0,27,471.92
1.0,12,9.79
0.0,18,6.13
0.0,11,6.27
0.0,23,6.5
45.0,11,342.25
40.0,25,315.5
25.0,13,462.62
26.0,15,527.62
19.0,13,419.83
24.0,55,308.76
45.0,18,237.56
48.0,39,387.63
71.0,2,59.68
25.0,35,222.47
29.0,25,87.67
45.0,8,121.01
15.0,80,771.8
23.0,30,160.2
27.0,28,220.0
37.0,47,389.8
16.0,26,115.0
8.0,32,186.25
19.0,16,157.1
27.0,6,370.16
36.0,3,269.19
28.0,5,137.16
2.0,31,14.5
0.0,25,5.61
0.0,18,5.42
17.0,19,121.55
14.0,10,118.5
4.0,3,48.6
2.0,1,11.43
1.0,8,13.79
25.0,3,129.34
22.0,5,155.82
31.0,11,90.11
23.0,13,218.54
41.0,16,360.1
23.0,4,324.3
34.0,4,123.55
48.0,2,86.0
28.0,4,166.17
34.0,12,247.87
26.0,41,476.44
51.0,18,362.41
48.0,12,364.08
20.0,11,350.55
32.0,6,346.25
1.0,3,8.15
1.0,12,8.38
1.0,6,7.18
0.0,8,6.03
0.0,6,5.63
1.0,2,5.92
1.0,3,5.68
23.0,17,224.92
48.0,13,897.0
26.0,13,667.0
25.0,10,521.12
27.0,8,384.5
50.0,13,776.0
34.0,8,292.55
4.0,7,45.55
30.0,21,357.74
0.0,12,5.82
0.0,11,5.83
0.0,80,5.0
5.0,2,41.85
22.0,4,315.0
11.0,10,89.57
37.0,28,173.3
29.0,41,297.74
37.0,69,443.86
28.0,48,279.68
25.0,5,518.15
26.0,28,265.62
28.0,25,232.44
43.0,8,1016.6
19.0,7,162.42
36.0,24,300.94
17.0,22,293.22
8.0,24,115.38
42.0,18,452.68
14.0,17,101.23
5.0,8,39.97
5.0,18,48.12
4.0,19,66.47
8.0,7,72.12
3.0,5,18.17
2.0,11,20.58
2.0,17,25.36
17.0,21,105.95
31.0,23,197.2
27.0,11,92.8
60.0,12,76.75
19.0,13,84.48
32.0,20,113.15
32.0,14,112.05
30.0,21,140.53
14.0,19,140.7
44.0,15,142.08
32.0,36,297.1
26.0,7,53.81
5.0,42,29.29
17.0,28,73.72
20.0,21,138.54
5.0,27,30.0
12.0,24,86.2
0.0,26,5.33
20.0,5,318.01
43.0,2,711.22
38.0,7,414.11
32.0,3,331.72
44.0,2,595.67
6.0,4,87.45
39.0,2,599.16
48.0,6,427.25
44.0,2,312.56
57.0,4,871.12
53.0,5,491.12
34.0,3,444.25
27.0,3,224.35
2.0,5,18.2
1.0,38,16.5
31.0,10,147.07
1.0,19,5.44
1.0,24,5.68
1.0,32,6.53
11.0,51,122.93
35.0,41,262.0
19.0,66,348.8
17.0,15,93.95
24.0,28,178.3
55.0,24,180.0
19.0,31,299.89
39.0,6,165.51
19.0,14,366.19
28.0,10,344.36
36.0,15,452.1
36.0,13,285.45
35.0,10,163.35
15.0,1,99.28
5.0,4,63.99
31.0,5,332.36
35.0,2,153.32
30.0,3,142.04
29.0,3,60.0
6.0,4,30.0
3.0,3,30.0
9.0,20,94.7
51.0,10,745.0
51.0,9,293.3
77.0,1,72.0
26.0,15,288.57
23.0,29,310.5
1.0,11,5.25
1.0,17,5.08
0.0,32,5.18
1.0,13,5.1
12.0,14,605.2
30.0,27,128.87
15.0,31,174.56
36.0,19,133.91
9.0,45,112.79
14.0,55,158.44
37.0,38,506.25
50.0,12,225.0
51.0,32,511.5
33.0,50,344.03
16.0,80,203.98
18.0,31,255.26
28.0,48,343.35
27.0,3,204.27
44.0,5,175.67
16.0,12,245.5
13.0,9,232.8
0.0,13,6.32
0.0,15,5.48
0.0,22,5.14
0.0,24,6.48
0.0,13,6.45
0.0,18,6.44
10.0,13,122.24
29.0,24,195.02
36.0,17,157.0
14.0,36,116.81
1.0,9,14.69
28.0,37,391.17
18.0,88,446.72
12.0,62,234.48
11.0,7,80.0
6.0,78,114.25
2.0,10,11.15
1.0,11,9.31
15.0,15,87.7
6.0,17,42.6
4.0,1,37.42
6.0,7,35.0
30.0,10,206.66
2.0,3,9.08
1.0,14,8.84
0.0,37,7.94
1.0,8,8.4
1.0,7,8.72
0.0,12,7.1
5.0,9,14.61
4.0,7,16.92
12.0,20,123.31
7.0,12,67.68
18.0,3,56.85
25.0,3,351.82
11.0,60,177.91
49.0,7,70.6
14.0,43,165.87
16.0,32,214.08
7.0,34,109.9
8.0,31,70.0
27.0,8,154.95
15.0,46,270.3
33.0,29,432.65
2.0,3,15.21
4.0,11,34.16
37.0,17,49.18
44.0,21,377.63
20.0,18,150.17
33.0,9,39.65
43.0,44,394.4
10.0,31,99.8
18.0,40,241.4
17.0,35,158.28
25.0,46,279.73
38.0,5,222.69
8.0,23,134.07
0.0,67,4.99
2.0,44,20.0
29.0,3,140.61
26.0,13,490.85
34.0,5,401.9
37.0,36,457.18
29.0,35,330.19
28.0,34,383.85
29.0,37,411.06
39.0,19,223.75
14.0,16,174.31
19.0,1,187.26
15.0,33,242.7
7.0,48,125.25
15.0,7,215.22
18.0,5,93.5
23.0,7,128.57
13.0,9,334.44
16.0,54,163.62
36.0,56,290.84
50.0,20,236.8
36.0,29,321.75
37.0,37,389.16
46.0,24,331.86
3.0,9,37.0
20.0,22,391.55
10.0,5,141.3
49.0,1,298.57
30.0,14,544.14
23.0,8,296.38
48.0,15,638.82
50.0,3,303.71
40.0,12,234.09
18.0,20,378.68
1.0,28,30.39
18.0,33,517.67
17.0,21,504.25
21.0,17,510.2
39.0,24,1229.0
14.0,19,407.65
33.0,12,383.42
0.0,37,6.73
5.0,22,61.71
72.0,1,457.4
32.0,16,441.5
11.0,23,218.45
22.0,26,1717.56
5.0,9,75.25
1.0,18,11.61
14.0,2,170.55
22.0,3,341.7
34.0,6,301.4
7.0,10,75.0
21.0,24,395.1
7.0,19,83.1
28.0,21,231.4
23.0,1,147.88
23.0,2,161.76
0.0,9,8.28
34.0,20,362.73
0.0,18,6.24
29.0,4,227.6
23.0,14,268.23
28.0,5,571.13
14.0,28,305.08
17.0,13,389.6
22.0,11,396.29
32.0,19,591.4
37.0,2,373.29
25.0,11,370.7
26.0,10,409.49
33.0,11,394.95
10.0,39,252.16
14.0,31,93.09
4.0,107,126.11
0.0,20,7.22
0.0,4,6.59
0.0,5,8.45
0.0,6,8.1
0.0,4,6.23
0.0,2,6.23
0.0,5,6.05
0.0,3,6.07
1.0,8,5.65
1.0,13,5.6
1.0,12,5.59
1.0,8,5.98
1.0,4,5.37
1.0,5,5.04
25.0,4,515.5
28.0,20,161.2
21.0,32,340.8
26.0,18,101.83
21.0,32,303.5
32.0,12,967.33
36.0,18,366.85
19.0,24,136.38
24.0,23,211.32
30.0,6,271.71
22.0,26,180.0
57.0,18,427.5
21.0,12,215.1
29.0,3,434.24
31.0,17,424.06
49.0,11,620.1
30.0,17,456.38
14.0,36,262.9
24.0,25,292.65
42.0,31,372.39
32.0,41,330.0
5.0,55,55.0
40.0,8,56.6
33.0,7,83.6
3.0,9,40.69
11.0,18,205.32
16.0,15,308.8
53.0,3,319.6
16.0,8,123.6
15.0,15,172.65
29.0,29,255.15
15.0,14,282.59
14.0,15,396.54
14.0,27,290.93
38.0,72,370.75
26.0,35,187.19
11.0,9,42.88
8.0,35,89.3
59.0,14,229.56
8.0,15,89.0
56.0,5,405.38
5.0,13,46.0
48.0,15,292.5
40.0,14,254.0
29.0,12,574.94
19.0,2,319.44
27.0,3,210.54
21.0,35,230.5
25.0,13,106.85
28.0,1,41.0
31.0,55,1006.56
39.0,23,278.37
35.0,69,354.15
31.0,2,52.4
7.0,2,60.39
37.0,12,323.22
23.0,58,439.26
29.0,16,94.93
0.0,43,9.87
26.0,15,416.17
51.0,12,459.96
29.0,10,435.52
45.0,3,233.92
49.0,4,270.87
28.0,8,165.32
47.0,22,635.4
36.0,23,849.4
25.0,23,491.36
14.0,29,275.0
49.0,11,247.98
24.0,13,151.67
38.0,11,286.7
32.0,12,494.99
1.0,57,5.0
47.0,16,129.69
27.0,11,228.81
13.0,7,66.0
6.0,1,50.0
37.0,19,357.84
10.0,10,84.25
33.0,17,397.3
16.0,5,151.95
13.0,9,190.75
17.0,62,197.0
27.0,37,236.5
6.0,51,55.0
25.0,42,244.0
21.0,23,385.44
37.0,7,256.7
24.0,22,452.04
39.0,9,258.97
14.0,15,113.7
30.0,36,574.27
1.0,2,9.44
2.0,3,18.89
1.0,10,10.0
1.0,8,10.0
1.0,9,10.0
1.0,8,10.0
1.0,6,14.71
2.0,6,28.33
0.0,10,10.03
1.0,10,10.0
1.0,4,10.0
1.0,8,10.12
1.0,6,9.82
1.0,6,10.0
0.0,4,4.99
1.0,6,4.96
0.0,7,6.2
1.0,20,9.92
0.0,9,9.29
1.0,3,9.26
0.0,5,9.3
1.0,5,9.31
0.0,15,9.33
0.0,11,10.35
0.0,5,13.23
0.0,7,11.33
33.0,27,300.39
40.0,31,440.01
38.0,30,380.71
20.0,15,223.33
29.0,19,330.27
31.0,9,174.97
37.0,52,258.67
36.0,26,209.47
31.0,9,124.85
4.0,50,36.25
13.0,3,130.05
12.0,4,56.27
2.0,12,7.51
4.0,5,7.35
6.0,7,6.79
1.0,29,6.9
0.0,41,6.68
25.0,34,214.38
0.0,7,6.03
1.0,4,5.81
1.0,7,5.92
1.0,8,6.29
0.0,10,5.89
1.0,6,5.68
0.0,9,5.6
0.0,8,5.73
1.0,5,5.95
0.0,21,5.92
2.0,5,16.46
19.0,41,217.15
4.0,27,67.5
2.0,36,37.85
35.0,4,332.01
17.0,23,88.81
20.0,48,387.44
19.0,29,313.5
7.0,34,81.06
23.0,20,193.26
29.0,32,526.34
40.0,15,192.18
1.0,34,8.69
1.0,5,7.92
1.0,33,10.22
1.0,44,11.24
1.0,30,9.09
1.0,25,8.13
4.0,19,56.76
5.0,29,71.04
0.0,17,7.96
2.0,14,16.29
1.0,21,17.12
1.0,18,8.98
32.0,1,256.81
43.0,2,308.33
5.0,1,44.98
47.0,4,238.67
34.0,4,172.68
40.0,1,103.34
36.0,1,52.37
21.0,13,440.79
35.0,20,496.37
48.0,23,497.7
27.0,23,406.0
40.0,10,411.3
5.0,49,89.93
6.0,48,67.67
7.0,19,80.0
34.0,8,259.52
24.0,6,186.83
21.0,11,194.26
1.0,21,15.0
29.0,22,323.48
19.0,18,202.16
11.0,7,182.18
5.0,6,61.31
15.0,47,276.94
7.0,44,181.96
57.0,23,156.16
35.0,68,390.4
32.0,42,315.16
23.0,10,44.16
52.0,40,999.4
42.0,13,686.3
9.0,18,100.2
4.0,10,59.6
9.0,11,83.3
9.0,11,129.8
26.0,9,164.35
27.0,18,403.36
28.0,10,193.62
41.0,9,261.71
29.0,4,211.31
29.0,9,476.02
35.0,27,735.8
5.0,17,57.21
22.0,60,834.82
1.0,12,11.64
2.0,11,9.75
1.0,11,8.97
30.0,1,29.7
15.0,6,65.0
34.0,62,1094.0
16.0,3,91.66
15.0,3,65.18
39.0,3,104.68
40.0,18,835.98
56.0,8,580.75
23.0,26,207.24
33.0,2,154.38
50.0,17,420.4
20.0,64,475.0
21.0,16,247.27
40.0,21,452.5
19.0,25,149.0
27.0,11,89.05
22.0,77,361.33
2.0,3,5.88
1.0,4,5.88
1.0,3,6.03
1.0,6,5.67
1.0,3,6.74
0.0,3,6.51
0.0,9,5.39
0.0,8,6.27
3.0,3,5.66
1.0,3,5.65
1.0,5,5.8
67.0,3,42.5
32.0,29,269.73
14.0,33,235.67
23.0,58,546.39
22.0,29,241.86
8.0,13,93.67
2.0,11,36.48
6.0,5,79.53
1.0,3,8.8
26.0,36,138.7
55.0,51,797.4
55.0,44,562.0
11.0,62,168.0
20.0,34,230.04
35.0,38,274.82
25.0,25,361.9
60.0,11,129.9
48.0,35,225.73
22.0,50,242.8
3.0,2,15.62
2.0,1,13.99
18.0,11,587.06
1.0,17,14.02
2.0,5,9.57
45.0,3,657.66
31.0,6,444.88
23.0,24,473.21
18.0,60,369.45
26.0,70,486.87
5.0,59,118.62
1.0,74,15.4
27.0,2,138.95
1.0,17,13.46
1.0,7,14.42
1.0,12,12.64
1.0,15,9.99
1.0,24,11.27
1.0,6,11.18
1.0,19,10.48
1.0,16,10.19
1.0,12,11.03
17.0,46,166.95
19.0,4,171.0
32.0,3,399.78
21.0,15,771.21
38.0,15,220.61
23.0,43,280.43
67.0,49,814.69
48.0,9,270.62
45.0,37,464.28
20.0,6,59.75
5.0,30,67.54
49.0,15,139.3
7.0,11,56.63
11.0,1,45.98
28.0,43,372.05
2.0,2,6.09
31.0,25,234.63
28.0,5,272.51
34.0,3,244.7
26.0,1,172.7
16.0,5,309.15
19.0,24,283.63
28.0,14,340.8
22.0,2,259.37
15.0,20,383.0
49.0,15,705.45
60.0,9,540.0
22.0,3,149.12
9.0,9,44.27
13.0,5,93.59
28.0,5,235.92
36.0,7,303.38
25.0,18,179.71
6.0,40,204.0
63.0,19,1268.0
62.0,18,1171.0
56.0,9,339.0
34.0,23,400.0
56.0,16,682.0
3.0,22,6.32
0.0,99,7.31
16.0,10,164.77
28.0,11,380.42
14.0,7,57.18
41.0,4,309.91
46.0,15,380.73
1.0,9,10.97
1.0,7,8.06
1.0,22,10.96
1.0,13,9.32
38.0,2,438.2
24.0,3,239.4
26.0,5,521.63
40.0,5,590.0
3.0,4,19.7
48.0,21,261.25
19.0,41,174.78
5.0,8,61.5
10.0,8,72.5
20.0,2,167.85
39.0,3,480.85
36.0,2,397.25
23.0,9,253.4
12.0,9,117.2
28.0,9,212.95
11.0,73,282.08
22.0,69,448.97
33.0,16,223.65
15.0,130,830.0
36.0,18,112.83
56.0,1,229.6
44.0,3,192.8
5.0,1,30.1
16.0,24,246.4
3.0,33,45.1
1.0,4,23.84
39.0,6,199.53
24.0,18,196.38
28.0,16,199.45
28.0,16,354.63
35.0,16,307.12
47.0,15,386.1
28.0,14,318.36
25.0,11,261.0
25.0,21,401.07
16.0,17,292.71
13.0,23,196.86
3.0,10,20.0
16.0,22,365.65
5.0,11,30.0
0.0,17,7.01
2.0,17,21.08
10.0,8,213.12
33.0,12,445.64
36.0,6,389.4
11.0,12,136.21
42.0,3,315.14
28.0,9,323.63
7.0,8,80.16
7.0,12,70.43
20.0,6,244.72
31.0,13,430.95
18.0,14,198.87
17.0,6,100.33
7.0,151,199.21
47.0,36,584.6
31.0,12,533.3
46.0,23,754.0
45.0,6,220.37
24.0,8,144.63
24.0,5,132.02
3.0,20,52.29
2.0,26,33.2
2.0,40,43.02
32.0,28,687.14
26.0,10,418.31
36.0,10,152.02
36.0,8,124.6
13.0,35,365.48
35.0,8,74.33
10.0,17,88.01
5.0,16,55.48
46.0,84,910.65
21.0,10,270.75
2.0,9,29.9
39.0,4,450.3
52.0,3,405.4
45.0,4,120.16
37.0,6,89.55
39.0,7,506.03
34.0,6,205.82
27.0,11,283.61
17.0,20,120.11
19.0,2,77.0
29.0,4,124.83
40.0,8,349.25
61.0,8,174.1
39.0,6,121.19
26.0,36,462.33
32.0,10,295.5
2.0,16,17.25
52.0,13,300.11
15.0,45,342.99
12.0,89,438.89
33.0,46,680.98
40.0,1,370.5
1.0,2,12.5
15.0,9,460.25
7.0,13,32.45
3.0,25,23.56
6.0,15,34.85
7.0,19,38.23
18.0,82,252.17
25.0,5,275.86
8.0,10,60.2
25.0,25,260.0
49.0,2,523.55
12.0,2,200.32
20.0,4,401.52
18.0,2,243.64
18.0,9,355.06
14.0,45,121.65
34.0,32,157.12
30.0,23,166.14
24.0,38,223.9
7.0,30,72.83
12.0,5,243.03
24.0,25,186.0
51.0,11,185.0
52.0,59,1644.0
4.0,20,57.14
1.0,24,12.88
1.0,45,13.69
27.0,7,308.18
17.0,2,152.01
31.0,1,225.35
7.0,8,87.0
23.0,70,382.65
25.0,85,589.1
8.0,60,103.27
27.0,5,302.37
35.0,4,80.5
57.0,9,131.25
31.0,28,431.0
0.0,27,5.0
23.0,15,609.64
24.0,69,428.72
26.0,40,430.11
33.0,30,397.5
31.0,25,406.98
30.0,37,441.97
32.0,28,367.61
28.0,61,453.38
27.0,29,254.06
32.0,25,249.84
35.0,3,396.45
20.0,4,178.6
36.0,18,221.4
20.0,20,68.78
27.0,23,134.2
2.0,12,27.11
38.0,25,270.58
32.0,27,363.19
23.0,28,190.26
37.0,6,306.93
41.0,10,263.73
43.0,44,360.08
52.0,29,266.48
43.0,43,431.62
21.0,91,503.74
21.0,58,431.93
19.0,32,506.27
25.0,1,377.58
15.0,7,524.64
39.0,1,66.15
38.0,1,34.57
14.0,38,535.9
41.0,11,136.78
30.0,19,259.4
1.0,14,14.9
40.0,31,344.49
39.0,30,297.61
29.0,35,297.25
5.0,15,44.0
2.0,16,47.34
29.0,22,275.21
13.0,34,167.35
23.0,44,290.56
41.0,22,374.8
37.0,17,253.0
49.0,19,528.2
